Team,Name,Position,Age,Height,Weight,Salary,ContractYears,Health,POT,Intangibles,SPD,AGI,STR,VERT,STA,HUS,DUR,CLOSE,MID,3C,3_45,3T,FT,SIQ,OCON,LAY,DNK,POST,DRAW,HANDS,PACC,HANDL,SPWB,PIQ,PVIS,IDEF,PDEF,LOCK,STL,BLK,HDEF,PPER,DCON,OREB,DREB
클리블랜드 캐벌리어스,Tyrese Proctor,PG,21,196,84,2.5,4,Healthy,83,50,82,81,51,77,85,85,80,74,87,75,75,75,83,50,70,77,45,52,37,90,79,80,82,77,54,42,60,55,48,27,54,57,45,32,45
디트로이트 피스톤즈,Cade Cunningham,PG,24,198,100,35.1,5,Healthy,95,98,83,83,62,80,94,95,80,95,79,80,80,80,84,90,98,94,75,64,95,98,92,86,83,95,91,63,75,72,63,61,75,76,75,41,65
디트로이트 피스톤즈,Duncan Robinson,SG,31,201,98,18.1,2,Healthy,81,85,59,65,35,72,85,75,83,97,81,82,82,82,78,85,85,75,60,35,54,90,66,72,56,70,37,50,52,50,41,50,50,50,30,30,48
디트로이트 피스톤즈,Ausar Thompson,SF,23,198,99,8.4,2,Healthy,84,60,94,90,50,98,95,95,80,90,68,70,70,70,55,40,30,84,85,45,43,80,70,78,88,70,52,84,89,80,83,68,89,88,90,67,63
디트로이트 피스톤즈,Tobias Harris,PF,33,203,103,26,1,Healthy,83,65,75,67,73,79,97,73,82,97,89,80,80,80,85,60,70,82,72,86,68,95,77,79,56,78,47,59,58,53,38,47,66,64,60,46,51
디트로이트 피스톤즈,Jalen Duren,C,22,208,113,5,2,Healthy,89,75,73,68,81,84,89,85,80,98,83,35,35,35,72,80,85,85,95,80,44,70,59,59,59,50,38,88,62,72,46,71,89,88,85,92,94
디트로이트 피스톤즈,Jaden Ivey,PG,23,193,88,8.5,2,Healthy,85,60,88,91,54,85,92,85,80,96,82,81,81,81,81,60,65,85,70,44,62,90,79,86,87,78,61,58,71,55,53,61,70,69,65,41,51
디트로이트 피스톤즈,Caris LeVert,SG,31,198,93,16.5,2,Healthy,83,40,75,77,54,80,92,80,78,75,75,82,82,82,67,70,70,81,70,54,79,95,75,86,72,84,67,45,74,60,59,67,70,68,60,32,45
디트로이트 피스톤즈,Javonte Green,SF,32,196,93,2.5,1,Healthy,80,40,72,74,46,85,80,75,82,82,70,78,78,78,78,60,50,79,67,52,60,95,60,72,69,68,31,74,77,70,83,57,74,80,75,47,53
디트로이트 피스톤즈,Ronald Holland II,SF,20,203,91,9.5,4,Healthy,82,75,85,86,59,80,90,85,80,90,79,68,68,68,80,70,50,85,70,42,74,80,60,75,75,60,38,65,70,65,97,51,67,65,55,52,67
디트로이트 피스톤즈,Isaiah Stewart,C,24,203,113,15,4,Healthy,82,75,63,71,89,70,81,85,77,89,82,80,80,80,73,65,70,76,72,75,50,70,44,34,52,50,33,84,67,40,31,96,84,42,80,67,68
디트로이트 피스톤즈,Daniss Jenkins,PG,24,185,84,1.1,1,Healthy,81,75,75,75,45,70,85,80,80,85,76,84,84,84,80,70,70,84,55,28,65,70,80,79,74,82,73,32,69,65,90,30,69,75,65,45,44
디트로이트 피스톤즈,Marcus Sasser,PG,25,188,88,2.8,2,Healthy,83,75,75,83,47,69,85,85,80,95,72,85,85,85,84,75,60,78,45,37,47,75,74,80,75,74,71,35,70,58,66,37,67,67,65,33,42
디트로이트 피스톤즈,Paul Reed,C,26,206,100,7,2,Healthy,80,50,49,52,84,65,80,80,80,92,85,76,76,76,63,60,40,69,75,70,64,75,48,52,41,44,56,69,43,45,89,89,66,58,40,95,81
디트로이트 피스톤즈,Tolu Smith,C,25,208,113,1.1,1,Healthy,78,50,52,44,80,65,80,65,80,70,49,37,37,37,60,50,45,63,70,68,40,80,45,34,48,42,36,60,34,35,40,62,65,55,40,70,70
디트로이트 피스톤즈,Chaz Lanier,SG,23,193,86,1.1,4,Healthy,80,50,85,79,48,88,92,80,80,78,80,79,79,79,76,50,50,78,55,44,40,80,62,72,79,57,33,40,52,50,52,28,51,44,45,52,41
인디애나 페이서스,Andrew Nembhard,PG,26,191,87,18.5,3,Healthy,84,85,76,88,46,71,85,69,80,92,76,82,82,82,82,85,60,80,54,47,41,75,80,79,74,80,79,68,88,78,42,32,85,84,85,31,43
인디애나 페이서스,Bennedict Mathurin,SG,23,196,95,9.2,2,Healthy,82,60,84,84,54,82,92,85,80,81,82,82,82,82,88,50,85,78,70,55,67,90,75,79,81,82,41,42,69,62,37,37,65,62,50,37,66
인디애나 페이서스,Aaron Nesmith,SF,26,196,98,11,2,Healthy,83,85,78,76,52,79,87,85,81,69,67,83,83,83,81,85,85,77,55,57,78,85,69,70,64,65,40,72,76,72,40,58,76,57,75,48,56
인디애나 페이서스,Pascal Siakam,PF,31,203,104,42.2,4,Healthy,89,85,76,78,70,79,95,80,82,97,72,81,81,81,68,90,90,88,80,89,78,90,72,79,69,79,70,85,79,78,53,50,86,82,80,50,67
인디애나 페이서스,Micah Potter,C,27,208,112,1.2,1,Healthy,80,98,43,43,74,60,80,85,81,66,70,81,81,81,84,85,70,60,65,63,50,76,54,42,32,55,59,59,37,35,35,61,59,57,45,41,78
인디애나 페이서스,T.J. McConnell,PG,33,185,86,9.3,1,Healthy,82,85,76,82,44,65,85,92,83,97,98,75,75,75,74,80,60,76,25,38,40,79,88,79,73,86,96,48,82,45,93,51,70,87,80,36,61
인디애나 페이서스,Ben Sheppard,SG,24,198,86,2.6,2,Healthy,83,75,84,84,54,75,85,90,80,53,83,73,73,73,81,75,60,78,50,47,49,80,70,73,74,70,38,54,79,60,36,40,78,75,75,41,67
인디애나 페이서스,Johnny Furphy,SF,21,206,91,2.5,4,Healthy,82,60,79,63,54,79,85,90,80,89,77,76,76,76,82,70,60,79,60,48,48,85,60,59,60,64,28,52,57,50,49,25,52,48,50,48,66
인디애나 페이서스,Jarace Walker,PF,22,203,109,6.4,2,Healthy,82,70,81,81,80,90,90,80,80,73,72,76,76,76,79,75,65,78,75,57,40,80,69,62,70,68,43,67,62,55,37,52,60,62,60,34,71
인디애나 페이서스,Isaiah Jackson,C,23,206,93,4.4,1,Healthy,80,60,73,73,65,81,82,90,80,91,69,58,59,59,74,60,45,70,75,55,59,80,40,59,54,44,32,70,54,45,63,77,66,49,55,88,77
인디애나 페이서스,Quenton Jackson,SG,27,196,91,2,1,Healthy,80,75,85,85,42,88,80,75,79,69,68,82,82,82,74,70,70,80,70,31,57,80,78,78,76,78,67,46,73,50,53,35,70,75,65,39,57
인디애나 페이서스,Kam Jones,SG,23,193,91,1.1,4,Healthy,80,40,76,76,52,60,88,85,80,76,74,74,74,74,66,50,40,76,50,40,40,89,78,92,76,79,77,30,60,40,42,35,58,57,40,42,49
인디애나 페이서스,Jay Huff,C,28,216,109,2,1,Healthy,80,70,48,47,62,62,80,85,77,97,82,74,74,74,82,80,75,60,65,74,64,80,50,43,33,60,40,79,32,35,35,96,78,64,75,52,66
인디애나 페이서스,Obi Toppin,PF,27,206,100,14.3,3,Healthy,82,95,70,69,74,90,88,70,88,98,53,80,80,80,79,70,60,88,85,69,60,90,55,60,56,59,44,66,48,45,42,56,62,47,40,45,72
인디애나 페이서스,Tyrese Haliburton,PG,25,196,84,42.2,5,Injured,90,98,83,84,59,70,95,95,80,98,91,84,84,84,86,95,80,94,55,40,62,95,96,90,83,96,95,60,77,56,63,56,78,75,75,35,49
밀워키 벅스,Kevin Porter Jr.,PG,25,193,92,2.5,1,Healthy,85,60,85,75,52,75,88,80,80,82,92,83,83,83,86,70,85,85,70,44,84,80,82,82,83,83,79,44,69,70,96,50,64,75,55,36,62
밀워키 벅스,Ryan Rollins,SG,23,191,82,2,1,Healthy,85,85,86,86,39,80,85,85,80,80,77,86,86,86,77,85,80,85,65,42,79,85,79,79,82,79,73,43,68,65,82,51,67,62,60,38,56
밀워키 벅스,AJ Green,SF,26,193,86,2.1,2,Healthy,84,65,69,69,42,75,80,70,80,82,80,88,88,88,79,70,70,74,40,34,40,80,69,73,68,69,38,40,63,45,38,32,50,60,45,29,48
밀워키 벅스,Giannis Antetokounmpo,PF,31,211,110,54.2,4,Healthy,98,85,89,86,94,85,98,95,91,97,57,73,73,73,67,90,98,98,91,90,97,95,84,87,80,95,87,90,87,88,70,70,92,88,95,82,90
밀워키 벅스,Myles Turner,C,29,211,113,20,1,Healthy,84,60,56,66,80,69,95,80,83,77,92,81,81,81,75,70,60,75,65,84,45,95,31,35,32,68,34,87,70,55,40,86,90,70,85,47,67
밀워키 벅스,Gary Harris,SG,31,193,95,7,1,Healthy,80,30,75,80,53,78,85,80,83,87,79,85,85,85,79,50,35,78,45,47,60,75,75,76,70,75,35,68,80,55,56,50,80,55,80,35,46
밀워키 벅스,Gary Trent Jr.,SG,27,196,95,2.1,1,Healthy,82,75,85,76,58,90,80,70,82,72,88,81,81,81,81,60,55,80,55,46,54,73,70,79,77,71,35,50,61,45,42,30,60,64,35,27,38
밀워키 벅스,Kyle Kuzma,PF,30,206,100,23.5,3,Healthy,83,60,74,74,74,75,85,95,83,82,84,73,73,73,75,60,75,75,75,66,50,95,66,77,67,78,47,66,75,50,41,57,74,72,70,46,67
밀워키 벅스,Bobby Portis,C,30,208,113,12.6,2,Healthy,83,70,65,64,83,64,85,90,84,93,84,89,89,89,74,75,60,74,70,83,74,85,55,52,59,52,37,78,40,40,40,42,75,65,65,57,86
밀워키 벅스,Cole Anthony,PG,25,188,84,12.9,2,Healthy,82,45,84,84,59,77,88,85,98,88,89,75,75,75,59,65,60,79,70,44,62,80,77,84,84,78,82,45,69,45,56,57,55,52,45,42,66
밀워키 벅스,Jericho Sims,C,27,208,111,2,1,Healthy,80,50,80,80,65,83,85,90,80,60,69,26,26,26,52,50,40,64,89,60,40,80,30,35,34,32,31,66,40,35,33,51,66,55,40,71,74
밀워키 벅스,Andre Jackson Jr.,SG,24,198,95,1.8,2,Healthy,80,30,84,82,50,87,90,80,80,75,68,81,81,81,70,60,30,67,87,40,37,80,65,65,74,60,41,53,75,55,46,55,75,74,70,60,56
밀워키 벅스,Pete Nance,PF,26,208,102,1.2,1,Healthy,79,30,63,57,69,75,85,85,83,73,70,84,84,84,76,50,35,70,75,60,40,70,47,52,49,50,35,60,48,41,50,61,60,60,40,64,70
밀워키 벅스,Thanasis Antetokounmpo,PF,33,201,100,2.1,1,Healthy,78,65,77,75,42,82,80,90,87,71,66,66,66,66,50,65,40,80,80,50,69,64,54,69,69,75,38,42,59,35,33,51,54,50,40,64,61
밀워키 벅스,Amir Coffey,SF,28,201,95,3.9,1,Healthy,80,40,75,75,52,75,80,70,79,88,89,84,84,84,91,60,40,84,75,54,49,81,72,75,75,74,32,47,64,45,37,37,68,64,50,42,45
밀워키 벅스,Taurean Prince,PF,31,198,99,3.3,1,Injured,80,50,80,78,60,84,84,85,81,73,80,86,86,86,83,70,50,76,70,51,55,85,68,70,69,55,38,64,74,63,53,40,68,81,60,34,55
