Team,Name,Position,Age,Height,Weight,Salary,ContractYears,Health,POT,Intangibles,SPD,AGI,STR,VERT,STA,HUS,DUR,CLOSE,MID,3C,3_45,3T,FT,SIQ,OCON,LAY,DNK,POST,DRAW,HANDS,PACC,HANDL,SPWB,PIQ,PVIS,IDEF,PDEF,LOCK,STL,BLK,HDEF,PPER,DCON,OREB,DREB
보스턴 셀틱스,Jayson Tatum,PF,27,203,95,54.2,5,Injured,98,95,82,88,71,83,95,98,83,90,85,85,85,85,81,90,98,96,89,88,88,98,78,86,79,84,73,81,87,82,43,52,89,84,85,35,85
브루클린 네츠,Egor Demin,PG,19,203,86,8.5,4,Healthy,88,70,70,75,60,74,88,90,80,92,64,81,81,81,89,70,75,85,65,55,57,90,84,86,70,85,70,47,65,54,53,51,60,67,60,35,61
브루클린 네츠,Cam Thomas,SG,23,193,95,4,1,Healthy,85,90,75,77,54,79,86,75,80,97,85,82,82,82,86,60,95,89,75,39,70,74,59,82,70,52,68,41,59,44,37,30,51,52,40,32,39
브루클린 네츠,Michael Porter Jr.,SF,27,208,99,35.8,2,Healthy,87,90,80,81,68,88,88,80,66,90,77,87,87,87,83,80,95,92,80,68,55,80,65,78,77,62,69,60,64,60,41,40,60,68,40,47,83
브루클린 네츠,Noah Clowney,PF,21,208,95,3.2,3,Healthy,84,90,64,64,64,75,90,85,80,88,69,76,76,76,80,80,80,72,80,60,65,85,57,59,57,68,39,68,57,49,41,67,67,66,55,43,57
브루클린 네츠,Nic Claxton,C,26,211,98,24.5,4,Healthy,87,75,69,77,71,79,90,89,80,87,69,64,64,64,67,75,55,67,80,72,55,80,40,49,44,48,71,84,79,41,41,78,85,64,85,70,77
브루클린 네츠,Nolan Traore,PG,19,191,84,7.8,4,Healthy,83,60,85,85,56,74,92,75,80,78,69,72,72,72,71,50,50,76,65,69,55,81,78,86,85,78,70,44,60,45,43,58,57,60,40,27,43
브루클린 네츠,Terance Mann,SG,28,196,98,11,1,Healthy,80,80,71,73,50,79,85,90,80,84,68,75,75,75,88,75,60,83,60,49,50,75,79,79,70,83,70,54,66,55,42,50,62,59,50,55,48
브루클린 네츠,Drake Powell,SF,19,198,90,5.5,4,Healthy,83,50,86,87,54,95,85,90,80,95,71,80,80,80,90,50,40,74,80,44,50,80,69,70,75,69,56,54,75,53,45,54,70,70,65,30,47
브루클린 네츠,Danny Wolf,C,21,213,115,1.5,4,Healthy,84,75,47,52,60,57,90,85,80,67,76,78,78,78,85,75,65,74,70,67,68,95,69,69,47,75,60,58,55,45,41,42,52,50,45,47,73
브루클린 네츠,Day'Ron Sharpe,C,23,206,120,4,2,Healthy,80,60,61,61,79,73,80,90,80,91,74,65,65,65,65,75,65,73,70,48,44,70,62,58,38,66,71,69,60,60,90,66,69,55,60,86,87
브루클린 네츠,Tyrese Martin,SG,26,198,98,1.2,1,Healthy,80,70,70,72,59,70,85,65,80,63,79,75,75,75,71,80,70,70,55,59,59,69,75,77,63,75,66,54,66,50,53,40,60,40,55,51,57
브루클린 네츠,Ziaire Williams,SF,23,206,84,6,1,Healthy,81,65,87,87,40,82,90,80,80,88,68,74,74,74,87,65,50,75,75,58,50,75,50,79,82,54,29,60,73,50,73,62,70,74,70,40,49
브루클린 네츠,Ben Saraf,PG,19,198,91,3.5,4,Healthy,84,65,83,79,52,67,80,70,80,82,78,69,69,69,75,70,60,71,60,48,67,80,84,76,83,83,81,40,62,45,64,37,60,57,45,38,46
브루클린 네츠,E.J.Liddell,PF,24,201,109,2.1,1,Healthy,80,40,73,73,65,89,80,65,80,80,79,76,76,76,76,40,45,75,55,68,37,85,59,60,59,58,49,65,54,45,44,79,62,54,50,59,66
뉴욕 닉스,Jalen Brunson,PG,28,188,86,37.5,4,Healthy,95,80,84,84,60,75,98,95,81,96,89,86,86,86,84,90,95,98,40,50,98,98,96,95,84,98,75,55,73,55,38,30,72,70,75,34,46
뉴욕 닉스,Josh Hart,SG,30,193,98,18.1,4,Healthy,85,80,81,86,64,69,99,99,82,91,89,82,82,82,84,70,75,84,70,42,57,95,73,79,79,75,71,78,86,75,66,47,80,78,80,55,83
뉴욕 닉스,Mikal Bridges,SF,29,198,95,23.3,2,Healthy,87,75,80,87,68,85,92,95,84,97,83,84,84,84,76,70,75,75,65,57,60,80,78,82,72,88,65,69,88,75,90,65,82,66,85,41,52
뉴욕 닉스,OG Anunoby,PF,28,201,105,36.6,5,Healthy,87,85,81,91,68,85,85,85,81,55,61,80,80,80,82,80,85,75,85,36,60,90,58,72,71,52,37,81,90,89,83,62,89,89,90,48,62
뉴욕 닉스,Karl-Anthony Towns,C,30,211,112,49.2,3,Healthy,92,95,76,76,87,70,98,90,82,90,59,84,84,84,88,90,90,82,85,92,88,98,60,65,66,79,48,71,50,48,41,60,79,55,65,69,91
뉴욕 닉스,Tyler Kolek,PG,24,190,88,2,3,Healthy,80,75,74,84,54,74,90,90,80,88,82,79,79,79,83,75,75,82,45,42,45,85,79,77,74,79,74,32,73,45,49,42,58,57,50,37,57
뉴욕 닉스,Miles McBride,PG,25,188,91,4.5,2,Healthy,82,90,86,86,44,80,85,85,80,55,85,87,87,87,85,80,75,80,45,48,55,80,72,88,80,72,44,40,81,56,41,45,78,74,75,38,45
뉴욕 닉스,Jordan Clarkson,SG,33,191,88,14,2,Healthy,81,75,79,75,54,85,80,80,83,96,67,79,79,79,78,70,75,82,56,38,60,98,73,86,79,73,39,43,58,45,37,42,52,49,40,46,39
뉴욕 닉스,Pacome Dadiet,SF,20,203,94,3.2,4,Healthy,79,50,78,76,50,65,85,80,80,70,76,75,75,75,75,50,40,72,60,37,40,90,57,75,70,58,34,50,60,50,50,50,65,52,50,25,71
뉴욕 닉스,Kevin McCullar Jr.,SG,24,198,95,1.1,1,Healthy,79,40,75,82,55,75,90,80,80,76,75,74,74,74,79,50,40,76,60,60,45,85,68,66,68,67,33,52,72,60,56,63,70,68,50,74,55
뉴욕 닉스,Mitchell Robinson,C,27,213,109,14.3,2,Healthy,83,50,48,65,84,76,80,85,60,75,68,32,32,32,39,70,35,66,80,50,41,80,70,40,25,54,34,83,49,40,73,88,87,65,80,98,84
뉴욕 닉스,Mohamed Diawara,SF,20,201,92,1.2,4,Healthy,80,70,74,69,69,84,85,85,80,72,67,78,78,78,55,70,60,72,80,59,59,85,54,57,60,54,37,64,60,55,55,40,65,50,50,43,66
뉴욕 닉스,Guerschon Yabusele,PF,29,203,118,2.1,1,Healthy,82,70,62,60,74,70,80,85,84,77,67,75,75,75,74,70,65,80,80,62,45,80,62,66,54,66,43,62,66,55,43,52,52,41,40,58,66
뉴욕 닉스,Ariel Hukporti,C,23,213,115,1.2,3,Healthy,78,75,47,37,68,68,80,95,82,63,57,47,47,47,61,70,35,59,75,52,50,75,43,45,40,44,36,74,37,35,38,90,57,40,45,87,75
뉴욕 닉스,Trey Jemison III,C,25,211,118,1.2,1,Healthy,78,50,55,52,76,72,90,90,82,83,50,29,29,29,39,70,50,60,75,65,40,80,44,40,44,45,35,71,37,40,66,76,70,50,65,78,65
필라델피아 세븐티식서스,Tyrese Maxey,PG,25,188,91,35.1,5,Healthy,93,98,90,90,44,80,98,95,77,85,84,88,88,88,88,98,98,94,55,47,84,98,80,89,90,82,75,54,79,65,74,60,69,68,65,28,55
필라델피아 세븐티식서스,VJ Edgecombe,SG,19,196,90,8.2,4,Healthy,88,85,89,91,57,88,85,85,80,76,70,82,82,82,78,85,75,85,85,40,74,85,75,86,85,80,63,53,77,50,56,52,77,75,75,52,51
필라델피아 세븐티식서스,Kelly Oubre Jr.,SF,30,201,92,8,2,Healthy,83,50,72,82,58,95,90,75,84,95,85,77,77,77,79,70,70,84,84,52,70,88,73,74,69,75,30,49,74,56,43,62,70,75,55,43,56
필라델피아 세븐티식서스,Paul George,PF,35,203,100,49.2,4,Healthy,93,75,79,84,70,75,95,75,93,53,83,84,84,84,88,60,80,82,80,60,40,80,78,87,79,70,65,71,79,72,68,53,79,78,70,33,72
필라델피아 세븐티식서스,Joel Embiid,C,31,213,127,51.4,3,Healthy,96,50,60,59,96,60,70,65,58,97,85,70,70,70,83,70,90,84,80,96,90,90,74,57,57,82,70,84,68,35,38,78,83,64,80,58,90
필라델피아 세븐티식서스,Jared McCain,PG,21,191,89,4.2,4,Healthy,87,75,76,76,52,68,85,80,80,62,69,76,76,76,88,70,70,82,50,38,60,85,73,86,75,73,49,45,63,50,70,30,60,60,55,29,62
필라델피아 세븐티식서스,Quentin Grimes,SG,25,196,95,4.3,1,Healthy,83,70,86,84,63,75,85,80,80,80,67,80,80,80,87,75,70,82,70,42,72,80,70,79,79,75,67,46,83,65,43,53,80,78,75,35,53
필라델피아 세븐티식서스,Jabari Walker,PF,23,206,98,2,1,Healthy,80,50,75,75,46,79,80,70,80,64,70,71,71,71,74,60,40,72,75,65,40,80,52,60,71,54,31,68,60,40,32,58,67,65,60,74,70
필라델피아 세븐티식서스,Dominick Barlow,PF,22,206,100,2.1,2,Healthy,80,85,68,68,62,75,80,85,80,93,77,67,67,67,79,85,70,79,75,62,62,85,51,69,64,52,37,59,55,40,49,68,59,49,50,66,60
필라델피아 세븐티식서스,Adem Bona,C,22,208,110,1.2,3,Healthy,80,70,82,68,73,89,84,90,80,75,57,54,54,54,65,70,40,72,80,55,37,70,40,52,57,40,26,70,37,40,37,94,72,50,60,75,62
필라델피아 세븐티식서스,Andre Drummund,C,32,211,127,5,2,Healthy,81,50,60,58,94,79,75,75,81,83,60,77,77,77,63,65,60,69,80,64,40,85,52,45,49,70,31,75,52,45,40,77,74,70,65,95,92
필라델피아 세븐티식서스,Justin Edwards,SF,21,201,92,1.1,1,Healthy,80,65,82,82,59,81,85,80,80,70,86,76,76,76,70,70,70,79,80,40,44,75,65,70,79,65,37,50,68,50,56,53,58,54,50,42,46
필라델피아 세븐티식서스,Trendon Watford,PF,25,203,107,2.1,1,Healthy,80,75,63,63,79,80,85,80,80,95,68,76,76,76,80,70,70,79,75,69,66,75,69,50,57,75,72,66,52,45,37,50,52,50,40,58,69
필라델피아 세븐티식서스,Kyle Lowry,PG,39,183,89,3.3,1,Healthy,82,50,84,84,67,72,96,97,79,67,85,75,75,75,82,60,45,70,25,40,45,95,75,79,84,80,67,60,80,70,76,56,80,80,80,34,48
필라델피아 세븐티식서스,Eric Gordon,SG,37,191,98,3.3,1,Healthy,80,60,79,79,60,82,92,85,78,77,80,85,85,85,75,60,40,75,55,50,60,94,69,79,78,73,43,42,73,45,46,56,73,68,50,30,39
토론토 랩터스,Immanuel Quickley,PG,26,188,86,32.5,5,Healthy,86,70,82,82,54,79,89,85,79,91,87,80,80,80,82,80,85,80,50,45,60,98,80,86,76,80,73,37,80,57,49,32,78,64,75,33,57
토론토 랩터스,Brandon Ingram,SF,28,203,86,36,1,Healthy,91,75,74,74,42,77,95,80,85,91,95,78,78,78,82,75,95,90,70,70,74,98,75,85,70,75,64,54,69,50,38,58,58,68,40,37,67
토론토 랩터스,RJ Barrett,SG,25,198,97,25.8,3,Healthy,92,55,84,84,76,82,95,80,80,95,80,80,80,80,71,80,80,88,70,79,80,85,79,83,82,84,67,58,81,65,41,47,79,74,75,38,65
토론토 랩터스,Scottie Barnes,PF,24,201,102,38.6,5,Healthy,94,98,82,82,74,92,88,95,80,88,85,80,80,80,84,95,95,86,80,62,86,95,77,79,77,80,71,80,80,75,59,82,80,78,85,62,77
토론토 랩터스,Jakob Poeltl,C,30,213,111,19.5,2,Healthy,83,75,51,37,80,57,80,80,80,90,79,45,45,45,60,75,60,73,75,84,60,85,69,38,31,62,45,81,45,45,46,60,79,67,80,83,80
토론토 랩터스,Jamal Shead,PG,23,185,91,1.5,3,Healthy,80,70,97,94,49,74,88,95,80,56,73,76,76,76,76,60,60,74,40,40,40,80,80,86,95,80,78,34,77,55,70,42,67,60,50,34,44
토론토 랩터스,Ja'Kobe Walter,SG,21,196,88,4.5,4,Healthy,83,70,90,82,57,76,88,85,80,92,78,81,81,81,77,70,50,79,68,50,45,80,69,70,79,69,32,47,66,54,80,42,59,55,50,47,46
토론토 랩터스,Gradey Dick,SF,22,203,93,4.9,2,Healthy,83,50,76,74,54,78,89,85,80,58,85,74,74,74,84,80,50,74,65,40,66,80,67,75,74,65,31,55,73,48,66,42,69,73,55,40,51
토론토 랩터스,Collin Murray-Boyles,PF,20,201,104,4.2,4,Healthy,85,75,83,86,70,75,85,95,80,68,70,84,84,84,57,70,55,78,70,65,67,70,67,74,74,70,41,72,74,70,53,67,70,68,65,84,54
토론토 랩터스,Sandro Mamukelashvili,PF,26,208,109,2.1,1,Healthy,80,95,59,59,73,69,85,85,80,81,69,82,82,82,78,80,70,69,65,63,53,85,62,59,49,69,48,65,50,50,46,68,68,52,45,65,69
토론토 랩터스,Ochai Agbaji,SG,25,196,98,4.3,1,Healthy,80,75,85,79,64,85,90,85,80,79,83,66,66,66,86,75,50,78,80,52,40,78,60,75,78,60,32,57,78,65,43,2,77,75,65,48,52
토론토 랩터스,Jamison Battle,SF,24,201,102,1.1,1,Healthy,80,50,64,58,55,65,80,70,80,85,85,86,86,86,83,54,70,70,60,50,49,80,52,62,57,51,52,58,58,45,33,47,52,54,50,44,59
토론토 랩터스,A.J. Lawson,SG,25,198,81,2,1,Healthy,78,50,74,79,34,80,85,80,80,75,68,76,76,76,66,85,65,80,70,55,54,75,69,69,69,64,34,48,60,45,41,53,60,65,50,46,62
토론토 랩터스,Jonathan Mogbo,PF,24,203,102,2,3,Healthy,84,75,91,79,68,75,88,85,80,60,53,70,70,70,70,75,50,80,75,50,55,64,66,70,69,67,52,64,64,60,56,66,67,68,60,67,67
